track,tempo,score
"Keinu (Vain elämää kausi 7)",144.979,7.4689998626709
"Cinderella - From ""Hero Seorang Cinderella"" Soundtrack",111.847,6.08400011062622
"Al Filo de Tu Amor",97.98,5.49300003051758
"Merry Christmas Darling - Album Version/Remix",81.113,5.22700023651123
"She's On My Mind",92.043,6.71400022506714
"Ben Ne Yangınlar Gördüm",96.033,5.5
"Tú Foto",175.92,5.49300003051758
"All Stars",124.037,7.28399991989136
"涙のない世界",99.981,5.92000007629395
Dembow,99.983,5.49300003051758
"Millionaire (feat. Nelly)",100.014,7.28399991989136
"El Amante",179.91,5.49300003051758
"Younger Now",121.91,5.22700023651123
"Lego House",159.701,6.71400022506714
"Me Mata",114.028,5.49300003051758
"10% - Ao Vivo",154.006,6.63500022888184
"Aşk Mı Lazım",81.844,5.5
"A Gente Brigou",99.71,6.63500022888184
"I Get The Bag (feat. Migos)",139.948,5.22700023651123
"Better Days",95.984,7.31599998474121
"Drop It",98.002,7.0789999961853
"Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu)",125.071,5.92000007629395
"Alguien Robo",92.973,5.49300003051758
"Prens & Prenses",163.805,5.5
"Knock Out",123.071,5.23000001907349
Keskiednis,128.032,7.3769998550415
"Love U Better (feat. Lil Wayne & The-Dream)",95.061,7.28399991989136
Netflixxx,134.91,5.49300003051758
"Dema Ga Ge Gi Go Gu",149.681,5.23000001907349
"Lo Intentamos",112.093,6.4539999961853
"Oro E Argento",117.018,5.96400022506714
"Si Ella Quisiera - Remix",89.998,5.49300003051758
"Bir Derdim Var",119.062,5.5
"Ziet Em Duun - Regi & Lester Williams Remix",125.016,6.89099979400635
"Eine ins Leben",97.969,7.00600004196167
"La isla del amor - RMX",94.872,6.40299987792969
"Ζ. Kietu",117.991,6.89099979400635
"La fête est finie",139.997,6.89099979400635
Dokunma,167.98,5.5
"Desde Que Estamos Juntos",184.028,6.40299987792969
"Lamento Boliviano",123.57,6.57800006866455
"CHEER UP - Japanese ver.",172.888,5.92000007629395
"My Dream",91.933,7.0789999961853
"İstanbul",115.044,5.5
"Everybody Dies In Their Nightmares",129.953,5.22700023651123
"For Længe",119.965,7.52199983596802
"En La Intimidad",113.077,5.49300003051758
"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners",121.972,7.28399991989136
"La Bicicleta",179.984,5.49300003051758
"Her Kiss",165.802,7.28399991989136
"Should've Been Me",183.92,7.28399991989136
"Sim ou não (Participação especial Maluma)",99.004,6.63500022888184
"Bana Öyle Bakma",115.179,5.5
"Cara Bacana",87.838,5.49300003051758
"Coração de Aço",133.956,6.63500022888184
"I Wonder",82.121,6.71400022506714
Original,110.002,7.00600004196167
"Happy New Year",132.659,7.3769998550415
"Say Something - Zac Samuel Remix",119.988,6.71400022506714
"Lambo Diablo GT (feat. Nimo)",114.994,7.00600004196167
"Tequila Pa la Razon",109.521,6.4539999961853
"My Boo - Acoustic Version",153.939,5.92000007629395
#HEY!,100.022,6.4539999961853
"Não Se Passa Nada",140.108,5.19500017166138
"Rüyalarda Buruşmuşum",114.971,5.5
"Ridin'",138.976,6.89099979400635
"SUBEME LA RADIO",91.048,5.22700023651123
"Do What I Want",139.952,6.99300003051758
"Não Troco",150.03,6.63500022888184
"Finders Keepers",108.036,6.71400022506714
"Nunca Me Amo",130.065,5.49300003051758
"Amigos No por Favor (Primera Fila) - En Vivo",137.922,6.57800006866455
"NANIMONO (feat. 米津玄師)",128.014,5.92000007629395
"Could You Love Me?",124.021,6.71400022506714
"Don't Stop Me Now - Remastered",156.295,5.84999990463257
"O Holy Night",101.051,7.00600004196167
Riptide,101.654,7.28399991989136
"Cukup Tau",168.076,5.26200008392334
"Because of You",95.878,5.92000007629395
"She's So Lovely",167.142,6.71400022506714
Columbo,114.998,7.00600004196167
"Mistletoe And Holly - 1999 - Remaster",110.378,5.22700023651123
"La musica non c'è",135.919,5.96400022506714
Popkorni,97.921,7.4689998626709
"La Fotografia",139.988,5.23000001907349
"Robím To Čo Chcem",145.023,6.09800004959106
"Jessie's Girl",131.703,6.71400022506714
"Let It Go",147.464,7.28399991989136
"Andromeda (feat. DRAM)",130.084,7.28399991989136
"47 - Remix",146.016,5.49300003051758
"Good Lovin'",106.766,7.28399991989136
"Nunca Me Olvides - Remix",95.009,5.49300003051758
"Tenerife Sea",121.876,7.28399991989136
"Luna Llena",160.018,6.4539999961853
"Cala a Boca",150.121,5.19500017166138
YOUTH,91.507,5.26200008392334
Runaway,109.994,6.89099979400635
"Como Antes",94.987,5.49300003051758
"Siempre Te Voy A Querer",129.866,6.57800006866455
"El Perdón",179.911,5.23000001907349
"Yo Tomo",94.987,6.65199995040894
"Me Subo Arriba",139.002,5.23000001907349
"La Estrategia",165.599,6.35699987411499
"Yana Döne",128.038,5.5
"Fresh Eyes",122.047,7.28399991989136
"Baldin de Gelo",176.081,6.63500022888184
"El Farsante",120.007,5.49300003051758
"Ill Ray (The King)",135.999,6.71400022506714
"De Pie",100.019,6.40299987792969
"Oitava Dose - Na Praia 2 / Ao Vivo",106.176,6.63500022888184
"Sesungguhnya Aku - From ""Red Velvet"" Soundtrack",132.071,6.08400011062622
Bros,150.014,7.00600004196167
Romance,88.966,5.49300003051758
"Cevapsız Sorular",187.976,5.5
Hukutaan,80.005,7.4689998626709
Drinkee,115.009,7.28399991989136
Ansvar,130.21,7.52199983596802
"Nummer 1",111.24,7.00600004196167
Terrain,134.041,6.89099979400635
"Nunca quise",118.002,5.49300003051758
"Piel a Piel",111.64,6.4539999961853
Audi.,122.993,6.99300003051758
Salam,97.027,7.3769998550415
Katil,145.052,5.5
Phases,110.007,6.71400022506714
"La Realidad (Remix)",176.163,5.49300003051758
Privado,127.05,5.49300003051758
"STAY TUNE",122.991,5.92000007629395
"Viento a Favor",130.004,6.4539999961853
"Grave Faz Bum",129.983,6.63500022888184
"Vivo Pensando En Ti",99.987,5.49300003051758
Origo,107.862,5.32399988174438
"No Flockin",117.532,6.99300003051758
"Mi Mala",172.036,5.49300003051758
"Prometo - Versión piano y cuerda",177.803,6.40299987792969
"Otra Cosa",96.045,6.40299987792969
"Bebé - Remix",172.0,5.49300003051758
"Rolling In The Deep",104.948,7.28399991989136
"Þetta Er Rán (feat. Króli)",125.016,7.50400018692017
Everybody,110.005,7.28399991989136
"City Of Stars - Operación Triunfo 2017",109.856,6.40299987792969
"A Sky Full of Stars",124.996,7.28399991989136
Alcatraz,71.765,6.60900020599365
"Großstadtdschungel",117.969,7.00600004196167
"Gnags' Julesang",151.819,7.52199983596802
"Home for Christmas",134.037,5.19500017166138
Sex,102.42,7.28399991989136
"Carita de buena",101.994,6.40299987792969
Aladdin,104.921,6.71400022506714
MINT,94.993,5.92000007629395
Antaudun,172.083,7.4689998626709
"Te Lo Meto Yo (feat. Bad Bunny, Lary Over, Farruko, Arcangel & Tempo)",129.949,5.23000001907349
"All My Friends",95.055,7.28399991989136
"Amar pelos Dois",175.914,5.22700023651123
"Schnell machen",91.02,7.00600004196167
Loca,113.058,5.49300003051758
"Congratulations - Remix",123.017,7.31599998474121
"N. J Respect R",127.052,6.89099979400635
"Kim Ty Jesteś? (prod. Vznare & Young Lepa)",86.687,5.97300004959106
"I Don´t Give A",69.53,7.28399991989136
Hana,183.942,5.92000007629395
Georgia,143.554,7.28399991989136
"Báilame",96.029,5.49300003051758
"ROAM AROUND",126.999,5.92000007629395
Negrita,96.05,5.49300003051758
"Halen & Trekken",119.866,7.3769998550415
Party,142.096,7.28399991989136
"El Ritmo de Mi Corazon",106.509,5.71500015258789
"make daddy proud",102.049,5.97300004959106
"My Number",128.047,6.71400022506714
"Gir Kanıma",124.012,5.5
Mamita,91.035,5.49300003051758
Untouchable,88.808,5.22700023651123
"Joga o Bum Bum Tamtam",132.01,5.49300003051758
"Devuélveme El Corazón",153.958,5.49300003051758
Habibi,75.113,7.28399991989136
"Koca Yaşlı Şişko Dünya",165.917,5.5
Barbies,143.693,7.28399991989136
"Soktuğu Duruma Bak",121.968,5.5
"Yanıyorum Hala",132.011,5.5
"Quiero Repetir",97.626,5.49300003051758
"You Want Me",126.044,6.71400022506714
"Rett i foret",150.02,7.53700017929077
"Embriágame (feat. Don Omar) - Remix",91.006,5.49300003051758
"Geberiyorum - Nazım Hikmet Ran Günler Şiiri",113.065,5.5
"Η. Gova",137.941,6.89099979400635
Lean,127.025,5.23000001907349
"Iná (feat. Elpe & Ego)",209.577,6.60900020599365
"Nema bolje",98.066,7.00600004196167
"Esfrega Esfrega",127.006,5.19500017166138
BOOM,123.001,5.32399988174438
"Giden Candan Gidiyor",169.907,5.5
"Síguelo Bailando",98.015,5.49300003051758
"Kolay Değildir",75.225,5.5
"Ked Af Det",146.121,7.52199983596802
"No vaya a ser",99.995,5.49300003051758
Bailarina,129.979,6.40299987792969
"Nån Annan",100.04,7.28399991989136
"La Bicicleta",179.935,5.49300003051758
Hunter,99.465,6.60900020599365
"Ojalá (feat. Darell)",128.101,5.49300003051758
"Curve (feat. The Weeknd)",147.01,7.28399991989136
"Silent Hill (feat. Calin & Special Beatz)",110.016,6.09800004959106
"Come Again",99.999,7.3769998550415
"Tienes La Magia",101.964,5.71500015258789
"Si Tu Cama Hablara",164.035,5.23000001907349
"That's My Girl",202.049,6.71400022506714
"What's Luv? (feat. Ashanti) - Clean Version featuring Ashanti",93.857,6.71400022506714
"No Scrubs",92.909,7.28399991989136
"Si Tu Novio Te Deja Sola",121.99,5.49300003051758
"Qual Bumbum Mais Bate, Qual Bumbum Mais Pula",86.58,5.49300003051758
"Yakarım Geceleri",155.969,5.5
Muchachita,98.01,5.49300003051758
"De Manier",122.055,7.3769998550415
"City Lights",129.947,5.22700023651123
"Ni Tú Ni Yo",109.04,5.49300003051758
"Momentz (feat. De La Soul)",140.235,7.28399991989136
"Falsas Mentiras (feat. Ozuna)",87.372,5.23000001907349
"Aamukuuteen (feat. Erin)",102.064,7.4689998626709
"Crazy Brazy",143.083,7.31599998474121
Besarte,125.384,6.4539999961853
"Solos (feat. Lary Over)",196.072,5.49300003051758
"Two Princes - Radio Mix",118.019,7.00600004196167
"La Última Vez",96.973,5.49300003051758
Tresi,139.918,6.95100021362305
Holz,87.981,7.00600004196167
Fading,98.05,7.28399991989136
"Pra Sempre Com Você - Ao Vivo",97.996,6.63500022888184
"Dutty Love",90.036,5.49300003051758
"Ne Güzel Güldün",51.722,5.5
"Simple (feat. Cosculluela, Nengo Flow & Baby Rasta y Gringo)",168.062,5.49300003051758
"Tu Boca",171.889,6.4539999961853
Solskin,101.988,7.52199983596802
"Only Human",82.032,7.28399991989136
"Élvezd",88.619,5.32399988174438
"Medellín",128.012,6.89099979400635
"Bailame Despacio",88.015,5.49300003051758
"Slem Igen - Hedegaard Remix",104.99,7.52199983596802
"Te Regalo",121.692,6.57800006866455
"Réseaux",150.056,6.89099979400635
"You're Welcome",135.277,7.28399991989136
"Papel Amassado - Ao Vivo",95.891,6.63500022888184
"Remiendo Al Corazón",74.638,5.23000001907349
"Holy Mountain",137.009,6.71400022506714
"Por Hacerme el Bueno",195.981,6.35699987411499
"Sun Goes Down",121.999,6.40299987792969
"Tunnel Vision",171.853,5.22700023651123
"Tu No Metes Cabra",91.964,5.49300003051758
Akad,91.533,5.26200008392334
FuckBoi,128.027,7.52199983596802
"In My Feelings",89.933,5.22700023651123
Chillax,92.057,5.49300003051758
"Esse Dom",95.054,5.19500017166138
"Losing Sleep",92.003,7.31599998474121
"No Option",83.986,7.28399991989136
"Ya Se Fue el 71",123.455,6.65199995040894
"There He Go",138.042,6.99300003051758
Pesan,133.754,6.08400011062622
"Egoísta",169.859,6.40299987792969
"Shed a Light",122.058,6.60900020599365
Camouflage,125.055,7.52199983596802
AMG2,99.027,7.00600004196167
"Krippy Kush",163.043,5.49300003051758
"DNA - Japanese ver.",129.942,5.92000007629395
"It's A Vibe",73.003,7.28399991989136
"Youtube Benim İşim",145.037,5.5
"Permata Cinta",138.024,6.57200002670288
"Mi Religión",90.018,5.49300003051758
"Helt seriöst",113.141,7.28399991989136
Bom,102.985,6.63500022888184
"Way Way",105.0,7.52199983596802
Affection,89.839,5.5
Obsesionado,169.027,5.23000001907349
"Little Hollywood",122.014,7.00600004196167
Light,150.088,7.28399991989136
"Báilame - Remix",96.011,5.49300003051758
"Anganku Anganmu",155.95,5.26200008392334
Dudak,104.969,5.5
Saved,81.044,7.28399991989136
Zalikha,124.999,6.08400011062622
"Nowy Sezon",102.073,5.97300004959106
"Yasashisade Afureruyouni",79.98,5.92000007629395
"Shooting Stars",124.962,7.28399991989136
"Soldaten 2.0",91.051,7.00600004196167
"SIGNAL - Japanese ver.",207.581,5.92000007629395
"Deu Onda",129.926,5.49300003051758
"Giovane Fuoriclasse",133.036,5.96400022506714
"Jingle Bell Rock from Daryl",128.718,5.84999990463257
"Explícale",125.086,5.49300003051758
"Just Say",126.99,6.71400022506714
"Nada Bom II",137.792,6.63500022888184
Revenge,139.999,5.22700023651123
"Candy Paint",180.008,7.28399991989136
"Mala Mujer",100.974,5.49300003051758
"Sensiz Olmaz",115.952,5.5
Chameleon,119.982,7.28399991989136
"Cásate Conmigo",93.832,5.49300003051758
Home,79.993,5.92000007629395
Hyperreal,110.034,7.28399991989136
"Avisa Que Eu Cheguei - Ao Vivo",92.298,6.63500022888184
Sirenes,119.076,5.19500017166138
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",134.02,5.49300003051758
"Gyal You A Party Animal - Remix",101.032,5.49300003051758
"Father Stretch My Hands Pt. 1",113.074,6.99300003051758
"Nabız 180",75.264,5.5
"Look at Me!",139.128,7.28399991989136
"You Gotta Be",94.06,6.71400022506714
"Sinä ansaitset kultaa (Vain elämää kausi 7)",145.921,7.4689998626709
"On My Mind",122.056,6.71400022506714
Sobredosis,128.01,5.23000001907349
"No Money",126.01,7.28399991989136
Sadece,85.793,5.5
"Sun Comes Up",106.017,5.22700023651123
"Wolfie (feat. Julia Stone)",119.985,7.28399991989136
"Antes Que No",94.0,6.40299987792969
"Lächeln",115.491,7.00600004196167
"Back Flip",154.826,5.22700023651123
"Márchate ahora",101.946,6.4539999961853
Stronger,103.98,7.28399991989136
"Dame Bola",196.044,6.4539999961853
"Sex ohne Grund",93.982,7.00600004196167
"Nössö",110.012,7.4689998626709
oui,119.749,6.99300003051758
Sicario,120.006,7.52199983596802
"High End",153.047,7.28399991989136
47,145.914,5.23000001907349
"No Favors",124.719,5.22700023651123
"Run Rudolph Run - Single Version",152.277,5.22700023651123
"Bruk Off Yuh Back",100.967,7.0789999961853
"El Amante - Remix",89.968,5.49300003051758
Aventura,108.05,6.4539999961853
"Complicidad (feat. Manuel Medrano)",103.938,6.35699987411499
"Seven Nation Army",123.913,7.28399991989136
Fiebre,90.03,6.40299987792969
"Ay Mi Dios",92.033,5.49300003051758
"Mwaka Moon",155.028,6.89099979400635
"Hey Mamma - Radio Edit",110.113,5.22700023651123
"Joga O Bum Bum Tam Tam",131.979,5.49300003051758
Sitzheizung,136.876,7.00600004196167
"Occidentali's Karma - Radio Edit",114.07,5.22700023651123
"Mauvaise graine",119.979,6.89099979400635
"Mi No Dansi",106.0,7.3769998550415
"Tell Me You Love Me",122.066,7.28399991989136
Gazette,119.979,7.52199983596802
Testify,96.183,7.31599998474121
"Ahora Lloras Tú",115.979,6.40299987792969
"Dari Mata",109.963,5.26200008392334
"Älä jätä roikkuu",162.607,7.4689998626709
Chico,108.058,7.52199983596802
"How Far I'll Go",83.632,7.28399991989136
"Ride Or Die",99.728,7.3769998550415
"Big Fish",100.01,7.28399991989136
Nostalgia,104.977,5.97300004959106
"Kling Kling",132.075,7.50400018692017
Alleen,120.088,7.3769998550415
"Gold Digger",92.88,7.28399991989136
"Escápate Conmigo - Remix",91.973,5.49300003051758
"We are",147.927,5.92000007629395
"No Quiere Amor (feat. Farruko)",124.021,5.23000001907349
Swang,139.992,5.84999990463257
Diamanten,86.8,7.00600004196167
"Hælder Op",123.987,7.52199983596802
"Millonario al Tiro",118.055,5.23000001907349
"Candy Paint",180.046,7.28399991989136
"Un Ratito Mas",139.898,5.49300003051758
"Tengo un vicio",97.011,6.4539999961853
"Feel It",124.02,6.99300003051758
"Bis hier und noch weiter",90.983,7.00600004196167
"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",104.563,5.49300003051758
Unendlichkeit,77.658,7.00600004196167
"A Lie",121.189,5.22700023651123
"Me Gustas",96.933,5.49300003051758
"Wohin willst du",122.008,7.00600004196167
"Que Nadie Sepa Mi Sufrir",104.043,6.4539999961853
"Sitä säät mitä tilaat (feat. Ellinoora)",93.129,7.4689998626709
"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",94.006,6.35699987411499
"Oh bah oui",115.948,6.89099979400635
Esmer,72.637,5.5
Gravity,126.151,7.28399991989136
Consigliere,141.004,7.52199983596802
Faces,80.004,5.92000007629395
"EYO (feat. Nelli Matula)",94.974,7.4689998626709
GOD.,132.98,5.22700023651123
"Homem de Família - Ao Vivo",135.499,6.63500022888184
Jaloux,154.932,7.52199983596802
"Me Gusta - Remix",99.974,5.49300003051758
"Come Alive",159.964,7.52199983596802
"Andas En Mi Cabeza",104.029,5.49300003051758
Destiny,154.007,5.92000007629395
"Mit Absicht",93.696,7.00600004196167
Noche,126.992,6.89099979400635
"Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version",104.536,7.28399991989136
"Si No Vuelves",92.021,5.49300003051758
"Ana Lucia",159.866,5.49300003051758
"Sexto Sentido (feat. Bad Bunny)",140.984,5.49300003051758
"Si Tu Lo Dejas",115.021,5.49300003051758
"Cobertor de Orelha - Ao Vivo",80.067,6.63500022888184
"Ignition - Remix",133.024,7.28399991989136
"Kanzen kankaku Dreamer",94.975,5.92000007629395
"Kleiner Cabrón",128.102,7.00600004196167
Lapioin,134.995,7.4689998626709
Cartier,126.842,7.3769998550415
"7 Pollos",110.786,5.23000001907349
"Que Raro",171.935,5.49300003051758
"Perplexing Pegasus",145.971,5.22700023651123
"Rake It Up",149.953,7.28399991989136
"5 fine frøkner",120.015,7.28399991989136
"Quiéreme",175.985,5.49300003051758
"Hula Hoop",176.048,5.49300003051758
"An ihnen vorbei",192.127,7.00600004196167
"Pa Que Me Invitan - Spanglish Version",99.999,6.4539999961853
"Robarte un Beso",95.049,5.49300003051758
"Talk About It",123.975,7.28399991989136
"Please Don't Go",84.264,7.28399991989136
"Geçti O Günler",130.244,5.5
Decided,179.946,5.92000007629395
"Flame Trees - 2011 Remastered",120.353,7.28399991989136
"Sommar sommar sol",95.995,7.28399991989136
"İki Cihan",126.972,5.5
"Monica Bellucci",194.071,7.00600004196167
Reminder,160.043,5.22700023651123
"Laisse pas traîner ton fils (feat. Sofiane)",179.861,6.89099979400635
"Agora Eu Quero Ir",127.955,6.63500022888184
"Stir Fry",181.993,5.22700023651123
"Kind Van De Duivel",77.503,7.3769998550415
"Me Ama Me Odia",135.998,5.49300003051758
"Komdu um jólin",173.724,7.50400018692017
"Sway (feat. Quavo & Lil Yachty)",133.973,7.31599998474121
Hayalet,128.026,5.5
"Sentimento Louco - Ao Vivo",148.101,6.63500022888184
Bella,94.016,5.49300003051758
Automaticamente,132.076,5.49300003051758
"Ya No Me Duele Más - Remix",98.062,5.49300003051758
"Krippy Kush - Remix",163.229,5.49300003051758
"Hey Baby - Remix",98.383,7.28399991989136
"Hometown Girl",155.934,6.99300003051758
"Tüh tüh",123.005,5.5
"Asal Kau Bahagia",134.968,5.26200008392334
Mufasa,80.05,7.3769998550415
"Save That Shit",105.997,5.84999990463257
"Tuesday - Radio Edit",98.996,5.5
"Quem Mando Tu Terminar? (To Bonito To Né?)",172.724,6.63500022888184
Kogong,129.883,7.00600004196167
"El Chisme",92.964,5.49300003051758
"Uzun Lafın Kısası",129.958,5.5
"Tran Tran",126.064,7.49399995803833
#Natural,97.015,5.49300003051758
"Nede Mette",98.027,7.52199983596802
"Todo Dia",130.013,6.63500022888184
Gulddans,184.539,7.52199983596802
Moonwalk,142.924,7.00600004196167
"Still Falling For You - From ""Bridget Jones's Baby""",96.058,6.71400022506714
"Never Give Up",91.009,7.3769998550415
Fire,75.974,5.92000007629395
Flaca,109.326,6.35699987411499
Bobo,177.908,5.49300003051758
"Vyjebala Rešpekt",180.056,6.09800004959106
"When It Rains It Pours",128.027,7.31599998474121
"R.I.P Holly Hood",135.289,5.19500017166138
"Todo Biento",171.982,5.49300003051758
"The Christmas Waltz",106.476,5.22700023651123
"Escápate Conmigo",92.028,5.49300003051758
Places,122.01,5.22700023651123
"Ni Tu Amiga Ni Tu Amante",172.043,6.4539999961853
Silhouette,91.488,5.92000007629395
Tlen,106.982,5.97300004959106
Antidote,131.05,7.31599998474121
"Na Hora da Raiva - Ao Vivo",117.964,6.63500022888184
"For Evigt Ung",118.021,7.52199983596802
Fuori,109.946,5.96400022506714
"Dema Ga Ge Gi Go Gu",119.985,5.23000001907349
"En Que País",108.918,5.23000001907349
"Vamo´ a la calle",103.005,6.40299987792969
"Kimse Bilmez",117.835,5.5
Controlla,122.976,7.28399991989136
Papa,78.221,7.00600004196167
"Nobody Else But You",139.913,6.99300003051758
"Pills & Automobiles",144.981,7.28399991989136
"Tanrım - Remix",98.023,5.5
"Me Rehúso",104.823,7.28399991989136
"Lebih Sempurna",140.045,6.08400011062622
"Cholito Jesus",97.142,5.71500015258789
Yan,90.046,5.5
"Besos En Guerra",143.957,5.49300003051758
"Até Ex Duvida - Ao Vivo",164.958,6.63500022888184
Re-Generace,180.152,6.60900020599365
"Jokainen kyynel",102.026,7.4689998626709
"Nur noch Gucci",77.937,7.00600004196167
"Love On Me",124.146,7.28399991989136
"Paff Paff weiter 2",137.997,7.00600004196167
"In Motion (feat. Japanese Wallpaper)",107.988,7.28399991989136
"Te Vas",176.03,5.49300003051758
Bellydancehall,109.989,6.4520001411438
"Fora da Memória",203.887,6.63500022888184
Eldorado,130.121,5.97300004959106
"Feel Good",125.952,5.22700023651123
"イト",131.98,5.92000007629395
"Ku Rela Dibenci",134.936,6.57200002670288
"Ficadinha - Ao Vivo",145.952,6.63500022888184
"Lelaki Teragung",68.549,6.08400011062622
Sensualidad,140.006,5.22700023651123
"Jim Beam & Voddi",127.966,6.95100021362305
"Lights Out",89.972,6.71400022506714
"Runaway (U & I)",126.008,6.71400022506714
"From the Dining Table",94.08,5.22700023651123
Hotel,129.535,7.28399991989136
"İçimdeki Duman",91.816,5.5
"Shake up Christmas 2011 (Official Coca-Cola Christmas Song)",82.009,7.3769998550415
"Me Llamas",120.06,5.23000001907349
"Op Me Monnie",169.748,7.3769998550415
"Yakın Mesafe",119.025,5.5
Issues,90.713,6.99300003051758
Bargeld,168.026,7.00600004196167
Jedermann,174.887,7.00600004196167
"Gassed Up",148.88,6.99300003051758
"Por Ese Hombre",103.01,5.71500015258789
"Ciao Adios",106.083,7.28399991989136
"Mi Religión",90.012,5.49300003051758
Diamenty,135.036,5.97300004959106
"Dye My Hair",115.465,6.97700023651123
"Comme Ci Comme Ça",103.995,7.52199983596802
"Maldición",103.428,6.4539999961853
"Mon Chéri",106.948,7.00600004196167
"Chasing Cars",104.016,7.28399991989136
"Mit den Jungz",125.135,7.00600004196167
Loyalty,79.941,6.60900020599365
Famous,174.1,7.28399991989136
"El Perdedor - The Remix",173.941,5.49300003051758
"Lítur vel út",73.025,7.50400018692017
Legendary,141.652,6.09800004959106
"A Nossa Praia - Ao Vivo",121.75,6.63500022888184
"La Bicicleta - Remix",180.049,5.49300003051758
"Petite fille",120.016,6.89099979400635
"Show Me",119.977,7.52199983596802
"Ride On Time",118.763,6.71400022506714
"Run Me Dry",193.881,7.28399991989136
"100er Batzen",124.501,7.00600004196167
"La niñera",196.065,6.4539999961853
"Labba Inn",119.989,7.50400018692017
"Soy Un Don",135.017,6.40299987792969
"No Digas Nada",89.985,5.49300003051758
"Spice Girl",78.1,6.99300003051758
"Little Saint Nick",130.594,5.22700023651123
"Noches de Aventura",183.938,5.23000001907349
"Bu Kız",176.648,5.5
"The Sound Of Silence",85.794,7.28399991989136
"Amor, Amor, Amor",112.941,5.49300003051758
"Lo Que Pasa en la Noche",150.058,6.4539999961853
"Alışamadım",82.961,5.5
"A$AP Ferg",140.009,7.31599998474121
"De Snakker",119.908,7.52199983596802
"Roll In Peace (feat. XXXTENTACION)",140.053,5.22700023651123
"50 Reais",139.042,6.63500022888184
"Too Good To Be True",102.062,7.28399991989136
Flex,139.974,7.00600004196167
"Deja Que Te Bese",104.876,5.49300003051758
"American Teen",100.436,7.28399991989136
"Fallin' - Original Song from the TV Series ""The Secret Daughter""",125.012,7.28399991989136
"Until the End",113.935,6.89099979400635
Manicomio,180.039,5.49300003051758
"203 Stjórinn",144.037,7.50400018692017
"Düşman mısın Aşık mı?",129.976,5.5
"Lei do Retorno",129.844,6.63500022888184
"I Wanna Dance with Somebody (Who Loves Me)",118.814,5.84999990463257
Radioactive,136.249,5.49300003051758
"Desde Esa Noche",95.012,5.49300003051758
"Sit Still, Look Pretty",181.799,5.26200008392334
"Vazgeç Gönül",135.96,5.5
Nazar,127.972,5.5
Immortal,91.634,7.28399991989136
LUV,190.169,6.71400022506714
Zina,119.959,7.3769998550415
"Don Diego",119.96,7.52199983596802
"Pa Ti",128.085,5.49300003051758
"Cómo Te Atreves",130.98,6.35699987411499
"Pin Pon",117.991,5.23000001907349
"Bumbum Granada",130.015,5.49300003051758
"One Way Ticket",97.963,5.92000007629395
"Głupi byt",109.952,5.97300004959106
"İlk Pazar",172.003,5.5
"Reggaetón Lento (Bailemos) - Remix",93.996,5.49300003051758
"Su Novio Anterior",94.004,6.4539999961853
"Heavy (feat. Kiiara)",149.982,5.26200008392334
"What You Know",138.986,6.71400022506714
"Ruleta Rusa",120.092,5.49300003051758
"Aliança",132.983,5.19500017166138
